2025-11-22 21:40:52,025 - VirtualSensor01 - INFO - Starting VirtualSensor01 - Connecting to https://eu.thingsboard.cloud:1883
2025-11-22 21:40:52,051 - VirtualSensor01 - ERROR - Failed to start sensor: [Errno 11001] getaddrinfo failed
2025-11-22 21:41:35,749 - VirtualSensor01 - INFO - Starting VirtualSensor01 - Connecting to eu.thingsboard.cloud:1883
2025-11-22 21:41:36,061 - VirtualSensor01 - INFO - Connected to ThingsBoard successfully
2025-11-22 21:41:36,069 - VirtualSensor01 - INFO - Subscribed to v1/devices/me/attributes
2025-11-22 21:41:36,071 - VirtualSensor01 - INFO - Requested shared attributes
2025-11-22 21:41:36,221 - VirtualSensor01 - INFO - Received message on v1/devices/me/attributes/response/1: {}
2025-11-22 21:41:37,963 - VirtualSensor01 - INFO - Starting telemetry loop
2025-11-22 21:41:37,963 - VirtualSensor01 - INFO - Sensor started successfully
2025-11-22 21:59:49,807 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.21, 'humidity': 48.83}
2025-11-22 21:59:54,813 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.78, 'humidity': 58.57}
2025-11-22 21:59:59,828 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.46, 'humidity': 45.74}
2025-11-22 22:00:04,842 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.57, 'humidity': 60.91}
2025-11-22 22:00:09,847 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.56, 'humidity': 64.95}
2025-11-22 22:00:14,850 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.72, 'humidity': 47.12}
2025-11-22 22:00:19,857 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.14, 'humidity': 55.31}
2025-11-22 22:00:24,873 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.71, 'humidity': 37.84}
2025-11-22 22:00:29,875 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.09, 'humidity': 35.88}
2025-11-22 22:00:34,877 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.03, 'humidity': 52.28}
2025-11-22 22:00:39,879 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.03, 'humidity': 43.29}
2025-11-22 22:00:44,895 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.73, 'humidity': 62.12}
2025-11-22 22:00:49,906 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.46, 'humidity': 42.47}
2025-11-22 22:00:54,914 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.56, 'humidity': 59.34}
2025-11-22 22:00:59,916 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.85, 'humidity': 38.22}
2025-11-22 22:01:04,920 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.82, 'humidity': 60.0}
2025-11-22 22:01:09,927 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.7, 'humidity': 63.38}
2025-11-22 22:01:14,935 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.12, 'humidity': 63.92}
2025-11-22 22:01:19,940 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.3, 'humidity': 39.47}
2025-11-22 22:01:24,943 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.26, 'humidity': 38.71}
2025-11-22 22:01:29,949 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.86, 'humidity': 42.48}
2025-11-22 22:01:34,959 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.01, 'humidity': 54.83}
2025-11-22 22:01:39,969 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.65, 'humidity': 36.35}
2025-11-22 22:01:44,978 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.46, 'humidity': 46.72}
2025-11-22 22:01:49,986 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.79, 'humidity': 40.94}
2025-11-22 22:01:54,996 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.25, 'humidity': 36.79}
2025-11-22 22:01:59,998 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.84, 'humidity': 37.04}
2025-11-22 22:02:05,005 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.82, 'humidity': 65.31}
2025-11-22 22:02:10,006 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.73, 'humidity': 40.44}
2025-11-22 22:02:15,019 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.98, 'humidity': 57.18}
2025-11-22 22:02:20,027 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.75, 'humidity': 61.38}
2025-11-22 22:02:25,034 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.08, 'humidity': 38.42}
2025-11-22 22:02:30,038 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.34, 'humidity': 63.95}
2025-11-22 22:02:35,040 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.83, 'humidity': 45.07}
2025-11-22 22:02:40,048 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.27, 'humidity': 52.66}
2025-11-22 22:02:45,049 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.94, 'humidity': 45.56}
2025-11-22 22:02:50,058 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.56, 'humidity': 64.17}
2025-11-22 22:02:55,070 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.84, 'humidity': 62.48}
2025-11-22 22:03:00,082 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.05, 'humidity': 39.48}
2025-11-22 22:03:05,092 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.75, 'humidity': 48.54}
2025-11-22 22:03:10,097 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.33, 'humidity': 62.49}
2025-11-22 22:03:15,098 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.98, 'humidity': 36.19}
2025-11-22 22:03:20,111 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.55, 'humidity': 60.73}
2025-11-22 22:03:25,124 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.5, 'humidity': 55.59}
2025-11-22 22:03:30,124 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.65, 'humidity': 44.13}
2025-11-22 22:03:35,131 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.89, 'humidity': 35.86}
2025-11-22 22:03:40,135 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.04, 'humidity': 57.3}
2025-11-22 22:03:45,149 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.45, 'humidity': 43.46}
2025-11-22 22:03:50,159 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.81, 'humidity': 51.55}
2025-11-22 22:03:55,174 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.98, 'humidity': 46.9}
2025-11-22 22:04:00,178 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.13, 'humidity': 53.07}
2025-11-22 22:04:05,192 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.61, 'humidity': 61.91}
2025-11-22 22:04:10,204 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.48, 'humidity': 51.23}
2025-11-22 22:04:15,214 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.6, 'humidity': 44.7}
2025-11-22 22:04:20,224 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.34, 'humidity': 48.53}
2025-11-22 22:04:25,226 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.22, 'humidity': 40.42}
2025-11-22 22:04:30,229 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.93, 'humidity': 42.02}
2025-11-22 22:04:35,231 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.19, 'humidity': 48.13}
2025-11-22 22:04:40,239 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.16, 'humidity': 58.95}
2025-11-22 22:04:45,248 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.47, 'humidity': 38.83}
2025-11-22 22:04:50,261 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.7, 'humidity': 61.07}
2025-11-22 22:04:55,265 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.28, 'humidity': 47.47}
2025-11-22 22:05:00,273 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.25, 'humidity': 40.82}
2025-11-22 22:05:05,284 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.29, 'humidity': 53.82}
2025-11-22 22:05:10,294 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.43, 'humidity': 61.67}
2025-11-22 22:05:15,298 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.61, 'humidity': 49.88}
2025-11-22 22:05:20,310 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.93, 'humidity': 42.11}
2025-11-22 22:05:25,313 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.8, 'humidity': 35.67}
2025-11-22 22:05:30,323 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.71, 'humidity': 50.95}
2025-11-22 22:05:35,337 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.8, 'humidity': 59.66}
2025-11-22 22:05:40,345 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.44, 'humidity': 53.0}
2025-11-22 22:05:45,358 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.21, 'humidity': 59.3}
2025-11-22 22:05:50,363 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.51, 'humidity': 46.18}
2025-11-22 22:05:55,378 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.16, 'humidity': 64.22}
2025-11-22 22:06:00,389 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.39, 'humidity': 39.64}
2025-11-22 22:06:05,398 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.26, 'humidity': 43.83}
2025-11-22 22:06:10,399 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.11, 'humidity': 41.24}
2025-11-22 22:06:15,413 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.85, 'humidity': 58.78}
2025-11-22 22:06:20,417 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.65, 'humidity': 43.52}
2025-11-22 22:06:25,421 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.53, 'humidity': 46.57}
2025-11-22 22:06:30,433 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.86, 'humidity': 39.1}
2025-11-22 22:06:35,436 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.18, 'humidity': 43.83}
2025-11-22 22:06:40,447 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.49, 'humidity': 36.61}
2025-11-22 22:06:45,449 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.07, 'humidity': 39.44}
2025-11-22 22:06:50,453 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.07, 'humidity': 43.27}
2025-11-22 22:06:55,469 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.01, 'humidity': 39.03}
2025-11-22 22:07:00,471 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.62, 'humidity': 59.16}
2025-11-22 22:07:05,482 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.88, 'humidity': 59.46}
2025-11-22 22:07:10,491 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.13, 'humidity': 61.34}
2025-11-22 22:07:15,498 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.3, 'humidity': 53.81}
2025-11-22 22:07:20,508 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.05, 'humidity': 60.23}
2025-11-22 22:07:25,518 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.26, 'humidity': 57.7}
2025-11-22 22:07:30,531 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.81, 'humidity': 37.14}
2025-11-22 22:07:35,539 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.59, 'humidity': 54.19}
2025-11-22 22:07:40,552 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.72, 'humidity': 56.31}
2025-11-22 22:07:45,569 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.08, 'humidity': 62.28}
2025-11-22 22:07:50,571 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.25, 'humidity': 50.9}
2025-11-22 22:07:55,578 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.1, 'humidity': 54.38}
2025-11-22 22:08:00,591 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.76, 'humidity': 42.52}
2025-11-22 22:08:05,598 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.32, 'humidity': 45.07}
2025-11-22 22:08:10,611 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.06, 'humidity': 43.14}
2025-11-22 22:08:15,619 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.6, 'humidity': 56.77}
2025-11-22 22:08:20,630 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.01, 'humidity': 45.0}
2025-11-22 22:08:25,634 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.68, 'humidity': 56.99}
2025-11-22 22:08:30,644 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.13, 'humidity': 61.86}
2025-11-22 22:08:35,650 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.18, 'humidity': 42.87}
2025-11-22 22:08:40,656 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.32, 'humidity': 45.17}
2025-11-22 22:08:45,657 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.12, 'humidity': 64.38}
2025-11-22 22:08:50,660 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.04, 'humidity': 45.8}
2025-11-22 22:08:55,671 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.68, 'humidity': 60.67}
2025-11-22 22:09:00,683 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.54, 'humidity': 61.66}
2025-11-22 22:09:05,689 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.68, 'humidity': 45.12}
2025-11-22 22:09:10,705 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.13, 'humidity': 37.99}
2025-11-22 22:09:15,713 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.61, 'humidity': 62.32}
2025-11-22 22:09:20,715 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.23, 'humidity': 57.55}
2025-11-22 22:09:25,724 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.02, 'humidity': 64.86}
2025-11-22 22:09:30,736 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.08, 'humidity': 40.16}
2025-11-22 22:09:35,750 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.9, 'humidity': 57.6}
2025-11-22 22:09:40,752 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.81, 'humidity': 35.67}
2025-11-22 22:09:45,754 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.19, 'humidity': 39.0}
2025-11-22 22:09:50,757 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.63, 'humidity': 44.33}
2025-11-22 22:09:55,766 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.69, 'humidity': 46.23}
2025-11-22 22:10:00,770 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.83, 'humidity': 51.42}
2025-11-22 22:10:05,777 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.39, 'humidity': 37.24}
2025-11-22 22:10:10,782 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.41, 'humidity': 51.51}
2025-11-22 22:10:15,798 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.16, 'humidity': 61.85}
2025-11-22 22:10:20,813 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.72, 'humidity': 46.92}
2025-11-22 22:10:25,828 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.69, 'humidity': 47.7}
2025-11-22 22:10:30,843 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.15, 'humidity': 44.97}
2025-11-22 22:10:35,857 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.67, 'humidity': 36.4}
2025-11-22 22:10:40,861 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.41, 'humidity': 51.17}
2025-11-22 22:10:45,872 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.1, 'humidity': 50.73}
2025-11-22 22:10:50,888 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.88, 'humidity': 51.9}
2025-11-22 22:10:55,896 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.71, 'humidity': 42.17}
2025-11-22 22:11:00,903 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.05, 'humidity': 59.77}
2025-11-22 22:11:05,916 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.31, 'humidity': 61.15}
2025-11-22 22:11:10,923 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.14, 'humidity': 63.28}
2025-11-22 22:11:15,935 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.4, 'humidity': 61.74}
2025-11-22 22:11:20,947 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.08, 'humidity': 47.46}
2025-11-22 22:11:25,954 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.96, 'humidity': 56.6}
2025-11-22 22:11:26,376 - VirtualSensor01 - INFO - 
Keyboard interrupt received
2025-11-22 22:11:26,376 - VirtualSensor01 - INFO - Stopping sensor...
2025-11-22 22:11:26,389 - VirtualSensor01 - INFO - Telemetry loop stopped
2025-11-22 22:12:12,180 - VirtualSensor01 - INFO - Starting VirtualSensor01 - Connecting to eu.thingsboard.cloud:1883
2025-11-22 22:12:12,506 - VirtualSensor01 - INFO - Connected to ThingsBoard successfully
2025-11-22 22:12:12,512 - VirtualSensor01 - INFO - Subscribed to v1/devices/me/attributes
2025-11-22 22:12:12,513 - VirtualSensor01 - INFO - Requested shared attributes
2025-11-22 22:12:12,706 - VirtualSensor01 - INFO - Received message on v1/devices/me/attributes/response/1: {}
2025-11-22 22:12:14,400 - VirtualSensor01 - INFO - Starting telemetry loop
2025-11-22 22:12:14,400 - VirtualSensor01 - INFO - Sensor started successfully
2025-11-22 22:12:14,400 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.12, 'humidity': 53.06}
2025-11-22 22:12:19,413 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.07, 'humidity': 51.18}
2025-11-22 22:12:24,419 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.27, 'humidity': 37.22}
2025-11-22 22:12:29,424 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.96, 'humidity': 55.36}
2025-11-22 22:12:34,439 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.27, 'humidity': 61.14}
2025-11-22 22:12:39,449 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.45, 'humidity': 60.93}
2025-11-22 22:12:44,457 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.12, 'humidity': 56.36}
2025-11-22 22:12:49,465 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.29, 'humidity': 54.38}
2025-11-22 22:12:54,465 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.77, 'humidity': 56.17}
2025-11-22 22:12:59,470 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.68, 'humidity': 36.44}
2025-11-22 22:13:04,486 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.99, 'humidity': 35.1}
2025-11-22 22:13:09,496 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 15.31, 'humidity': 44.24}
2025-11-22 22:13:14,508 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.71, 'humidity': 39.74}
2025-11-22 22:13:19,523 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.95, 'humidity': 44.85}
2025-11-22 22:13:24,533 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.42, 'humidity': 46.07}
2025-11-22 22:13:29,534 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.32, 'humidity': 59.75}
2025-11-22 22:13:34,535 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.66, 'humidity': 61.54}
2025-11-22 22:13:39,546 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.73, 'humidity': 63.51}
2025-11-22 22:13:44,562 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.55, 'humidity': 63.33}
2025-11-22 22:13:49,574 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.03, 'humidity': 53.14}
2025-11-22 22:13:54,578 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.3, 'humidity': 55.56}
2025-11-22 22:13:59,591 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.63, 'humidity': 40.97}
2025-11-22 22:14:04,594 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.16, 'humidity': 46.5}
2025-11-22 22:14:09,598 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.43, 'humidity': 49.71}
2025-11-22 22:14:11,486 - VirtualSensor01 - INFO - 
Keyboard interrupt received
2025-11-22 22:14:11,486 - VirtualSensor01 - INFO - Stopping sensor...
2025-11-22 22:14:11,486 - VirtualSensor01 - INFO - Telemetry loop stopped
2025-11-22 22:14:12,687 - VirtualSensor01 - INFO - Disconnected from ThingsBoard
2025-11-22 22:14:12,687 - VirtualSensor01 - INFO - Sensor stopped successfully
2025-11-22 22:14:12,687 - VirtualSensor01 - INFO - Application exited
2025-11-22 22:20:23,333 - VirtualSensor01 - INFO - Starting VirtualSensor01 - Connecting to eu.thingsboard.cloud:1883
2025-11-22 22:20:23,697 - VirtualSensor01 - INFO - Connected to ThingsBoard successfully
2025-11-22 22:20:23,697 - VirtualSensor01 - INFO - Subscribed to v1/devices/me/attributes
2025-11-22 22:20:23,697 - VirtualSensor01 - INFO - Requested shared attributes
2025-11-22 22:20:23,885 - VirtualSensor01 - INFO - Received message on v1/devices/me/attributes/response/1: {}
2025-11-22 22:20:25,525 - VirtualSensor01 - INFO - Starting telemetry loop
2025-11-22 22:20:25,525 - VirtualSensor01 - INFO - Sensor started successfully
2025-11-22 22:20:25,525 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 25.26, 'humidity': 60.96}
2025-11-22 22:20:30,529 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.42, 'humidity': 53.77}
2025-11-22 22:20:35,531 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.68, 'humidity': 58.73}
2025-11-22 22:20:40,534 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.28, 'humidity': 46.7}
2025-11-22 22:20:45,545 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.02, 'humidity': 55.43}
2025-11-22 22:20:50,565 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 20.94, 'humidity': 37.51}
2025-11-22 22:20:50,675 - VirtualSensor01 - INFO - 
Keyboard interrupt received
2025-11-22 22:20:50,675 - VirtualSensor01 - INFO - Stopping sensor...
2025-11-22 22:20:50,675 - VirtualSensor01 - INFO - Telemetry loop stopped
2025-11-22 22:21:19,014 - VirtualSensor01 - INFO - Starting VirtualSensor01 - Connecting to eu.thingsboard.cloud:1883
2025-11-22 22:21:19,354 - VirtualSensor01 - INFO - Connected to ThingsBoard successfully
2025-11-22 22:21:19,354 - VirtualSensor01 - INFO - Subscribed to v1/devices/me/attributes
2025-11-22 22:21:19,354 - VirtualSensor01 - INFO - Requested shared attributes
2025-11-22 22:21:20,245 - VirtualSensor01 - INFO - Received message on v1/devices/me/attributes/response/1: {}
2025-11-22 22:21:21,152 - VirtualSensor01 - INFO - Starting telemetry loop
2025-11-22 22:21:21,152 - VirtualSensor01 - INFO - Sensor started successfully
2025-11-22 22:21:21,157 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.66, 'humidity': 38.81}
2025-11-22 22:21:26,161 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.69, 'humidity': 64.84}
2025-11-22 22:21:31,166 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 16.2, 'humidity': 47.88}
2025-11-22 22:21:36,168 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.47, 'humidity': 48.0}
2025-11-22 22:21:41,172 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 22.87, 'humidity': 61.83}
2025-11-22 22:21:46,172 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.96, 'humidity': 52.28}
2025-11-22 22:21:51,180 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 24.2, 'humidity': 38.85}
2025-11-22 22:21:56,194 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.85, 'humidity': 49.09}
2025-11-22 22:22:01,206 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.94, 'humidity': 42.72}
2025-11-22 22:22:03,884 - VirtualSensor01 - INFO - 
Keyboard interrupt received
2025-11-22 22:22:03,884 - VirtualSensor01 - INFO - Stopping sensor...
2025-11-22 22:22:03,884 - VirtualSensor01 - INFO - Telemetry loop stopped
2025-11-22 22:27:36,778 - VirtualSensor01 - INFO - Starting VirtualSensor01 - Connecting to eu.thingsboard.cloud:1883
2025-11-22 22:27:37,025 - VirtualSensor01 - INFO - Connected to ThingsBoard successfully
2025-11-22 22:27:37,025 - VirtualSensor01 - INFO - Subscribed to v1/devices/me/attributes
2025-11-22 22:27:37,027 - VirtualSensor01 - INFO - Requested shared attributes
2025-11-22 22:27:37,183 - VirtualSensor01 - INFO - Received message on v1/devices/me/attributes/response/1: {}
2025-11-22 22:27:38,957 - VirtualSensor01 - INFO - Starting telemetry loop
2025-11-22 22:27:38,957 - VirtualSensor01 - INFO - Sensor started successfully
2025-11-22 22:27:38,957 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.33, 'humidity': 37.46}
2025-11-22 22:27:43,961 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.42, 'humidity': 63.77}
2025-11-22 22:27:48,962 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 21.68, 'humidity': 51.89}
2025-11-22 22:27:53,972 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 19.83, 'humidity': 44.45}
2025-11-22 22:27:58,979 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 17.81, 'humidity': 50.57}
2025-11-22 22:28:03,995 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.7, 'humidity': 54.09}
2025-11-22 22:28:09,002 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 23.03, 'humidity': 47.68}
2025-11-22 22:28:14,017 - VirtualSensor01 - INFO - Published telemetry: {'temperature': 18.04, 'humidity': 61.54}
2025-11-22 22:28:17,037 - VirtualSensor01 - INFO - 
Keyboard interrupt received
2025-11-22 22:28:17,037 - VirtualSensor01 - INFO - Stopping sensor...
2025-11-22 22:28:17,037 - VirtualSensor01 - INFO - Telemetry loop stopped
